"","MAbias","MAvar","MAmse","poisbias","poisvar","poismse","gambias","gamvar","gammse","weibbias","weibvar","weibmse","bptbias","bptvar","bptmse","lnormbias","lnormvar","lnormmse"
"75",30362.4591351675,420133694.701708,1342012619.43642,30135.2165499458,1921314270.46143,2829445546.97356,30209.478770084,548239026.637897,1460851634.19805,30362.4591351675,420133694.701708,1342012619.43642,24322.0505566344,1069193032.02022,1660755175.2997,32126.4486830455,973645866.83128,2005754571.81563
"76",60.3079977035541,3413.58685923948,7050.64144625136,59.222407652404,3721.40042941667,7228.69399756418,58.9883539594643,2354.96548888653,5834.59139173358,60.939151613296,2910.86211354947,6624.44231289775,60.3079977035541,3413.58685923948,7050.64144625136,57.6586760709997,3290.13432002753,6614.657246288
"77",235.014476669637,264494.340102137,319726.14434644,244.141968530216,737596.024351242,797201.325149051,235.072881159733,325234.31286134,380493.572318078,235.014476669637,264494.340102137,319726.14434644,177.424495905748,647531.086344971,679010.53809238,364.857431760207,1480369.59376554,1613490.5392762
"78",-1341.72717725327,80438.9492355042,1880670.76741553,-1353.34730660055,1119089.66645028,2950638.59873325,-1346.09008629886,101043.070960072,1913001.59139213,-1341.72717725327,80438.9492355042,1880670.76741553,-1373.47066221161,110730.190356584,1997151.85031259,-1330.38322403746,122199.459513183,1892118.98231349
"79",4356.32842924164,7982961572.38785,8001939169.77127,1422.77024225293,13036745.8422161,15061021.0044566,1457.27424602319,5142840.59390605,7266488.82202851,1529.18818898837,5758738.92506591,8097155.44240744,1238.17643362562,13186180.2792198,14719261.1600057,4477.71862863723,8004163154.1848,8024213118.30204
"80",718.878845608839,63425.5378137608,580212.332477657,691.839163442904,2117108.13838888,2595749.56646226,719.19182303992,53096.4859909658,570333.364318449,718.878845608839,63425.5378137608,580212.332477657,684.491832679163,51059.9533163108,519589.02232079,723.601859404137,53839.4603917276,577439.111324853
"81",387.68841009211,70183.8605359557,220486.163855703,432.312643385599,1211189.79749836,1398084.0191294,388.323931519872,59551.6129034595,210347.08869451,388.005531674972,70348.6708560332,220896.963466411,375.10547833785,66951.9320983572,207656.051977424,400.976888736032,74208.7077384752,234991.173038904
"82",130613.108862809,390661085499.318,407720869706.125,184534.736428615,36550877525.5318,70603946474.3102,196776.498440762,145055734574.04,183776724912.647,155656.425789003,201319718977.458,225548641866.865,81026.1938190695,90954583282.9927,97519827367.7981,138852.36242191,457086441408.608,476366419958.754
"83",-36.3714295046788,37786.1380243914,39109.0189086053,-4.40229386458336,1715922.60957153,1715941.9897628,-26.0547262736538,37376.3493522236,38055.1981134186,-36.3714295046788,37786.1380243914,39109.0189086053,-32.8698932644515,37156.6179130796,38237.047796296,-18.4884838200092,38574.1686854778,38915.9927194405
"84",-1107.5894467004,390473.672516583,1617228.05495869,-1102.45247286197,1041233.52951588,2256634.98443534,-1101.94875189789,436400.593018289,1650691.6448276,-1107.5894467004,390473.672516583,1617228.05495869,-1155.70940372178,2824818.76544488,4160482.99129583,-791.115635820575,29416496.3493058,30042360.2985456
"85",1188.32590828781,265172.492295335,1677290.95660337,1215.09700005988,2867731.86331747,4344192.58287199,1187.6091998874,248183.61084966,1658599.22250686,1194.12662013503,273663.039384121,1699601.42429924,1037.85022061619,236402.040049503,1313535.12048257,1188.32590828781,265172.492295335,1677290.95660337
"86",35651.6739035785,2090708855.15189,3361750707.27898,35651.6739035785,2090708855.15189,3361750707.27898,36023.4860115833,2753187049.99598,4050878594.42272,36591.732952905,2733453341.87984,4072408262.37655,12816.1134004544,3488736577.25781,3652989339.95112,84829.9009152456,209272694703.121,216468806792.411
"87",2835.46849793884,4517998.22409347,12557879.826897,2878.22593932924,14028373.5115672,22312558.0693949,2839.67528775681,4753696.53517293,12817452.2750696,2834.40530158144,4364403.53420315,12398256.9478361,2773.38131955497,10401573.9716947,18093217.9153512,3142.5850102827,15947707.2548649,25823547.8017184
"88",12424.7318273196,1146885083.71239,1301259044.6932,13008.9181982187,3937162122.25764,4106394074.94559,12474.1303123557,1294111160.51427,1449715087.5639,12615.3840858004,1142407223.48935,1301555139.12161,12038.5467722973,2708171435.59343,2853098043.98222,14465.6435425795,2204682162.42341,2413937005.52438
"89",-1090.26712054847,4141858.12178814,5330540.51593719,-1132.41258290289,9959735.05653954,11242093.3144563,-1134.14610376233,4683836.33289319,5970123.71757247,-1090.26712054847,4141858.12178814,5330540.51593719,-1300.42094264351,13863974.513194,15555069.1412599,-645.864458154037,19740978.9056546,20158119.8039612
"90",3166.11816022015,13203213.2564204,23227517.4608962,3193.22054729741,27730109.0230538,37926766.4867362,3279.97583488467,16091092.5061232,26849333.9835506,3166.11816022015,13203213.2564204,23227517.4608962,2880.0497306814,32843992.5993724,41138679.0505704,3526.03959167096,33368350.7510028,45801305.9530339
"91",-2835.74571571914,391982.507151653,8433436.27137111,-2824.87677679402,1016531.57188286,8996460.37595303,-2844.80729610529,431203.247163266,8524131.79913715,-2835.74571571914,391982.507151653,8433436.27137111,-3024.95675887195,505007.421712857,9655370.81475796,-2739.11138274179,1350090.29368609,8852821.46075173
"92",-140.801790295632,441791.055224224,461616.199374679,-169.870445217053,375406.847427712,404262.815585952,-188.064946854844,185590.698845311,220959.123080826,-181.265105743959,177694.080206236,210551.118766605,-210.605391170937,326472.227971075,370826.858761338,-140.801790295632,441791.055224224,461616.199374679
"93",114.939976885599,64146.4653182978,77357.6636047599,122.590147720208,1319171.5021972,1334199.84651526,111.315207845943,127020.888578568,139411.964076353,114.939976885599,64146.4653182978,77357.6636047599,56.3248702387848,149161.072462087,152333.563469502,122.869961584862,165749.967038307,180846.994498172
